{0.00000000001, {0.}}
{0.10000000001, {-0.00004657214094066825}}
{0.20000000001, {-0.00004124076654507937}}
{0.30000000001000005, {0.0000006502559082255019}}
{0.40000000001, {0.00008798816117192108}}
{0.50000000001, {0.00019533760124701167}}
{0.6000000000100001, {0.0003214330240805364}}
{0.7000000000100001, {0.0004598865046528315}}
{0.80000000001, {0.0006050093951089702}}
{0.90000000001, {0.0007517816717161715}}
{1.00000000001, {0.0008958212818212111}}
{1.10000000001, {0.0010333534908078307}}
{1.2000000000100002, {0.0011611802290541475}}
{1.30000000001, {0.001276649438890065}}
{1.4000000000100001, {0.0013776244215546823}}
{1.50000000001, {0.0014624531841537032}}
{1.60000000001, {0.0015299377866168484}}
{1.7000000000100002, {0.0015793036886552624}}
{1.80000000001, {0.0016101690967189252}}
{1.9000000000100001, {0.0016225143109540618}}
{2.00000000001, {0.001616651072160552}}
{2.10000000001, {0.0015931919087493402}}
{2.20000000001, {0.0015530194836998446}}
{2.3000000000100003, {0.0014972559415173691}}
{2.4000000000100004, {0.0014272322551905105}}
{2.50000000001, {0.0013444575731485706}}
{2.60000000001, {0.0012505885662189636}}
{2.70000000001, {0.001147398774584629}}
{2.8000000000100003, {0.0010367479547414393}}
{2.9000000000100004, {0.00092055142645561}}
{3.00000000001, {0.0008007494197211112}}
{3.10000000001, {0.0006792764217170741}}
{3.20000000001, {0.0005666990837494108}}
{3.3000000000100003, {0.0004584870031610427}}
{3.4000000000100004, {0.00035269003136842604}}
{3.50000000001, {0.00025018779165176657}}
{3.60000000001, {0.0001517824156697581}}
{3.70000000001, {0.000058197532746550554}}
{3.8000000000100003, {-0.000029922740841287882}}
{3.9000000000100004, {-0.00011201481257780454}}
{4.00000000001, {-0.00018759662442069725}}
{4.1000000000100005, {-0.00025626866351435097}}
{4.20000000001, {-0.0003166664735576197}}
{4.30000000001, {-0.0003675905120803945}}
{4.40000000001, {-0.00041119781599420046}}
{4.50000000001, {-0.00044763236593082644}}
{4.6000000000100005, {-0.0004771070159849103}}
{4.70000000001, {-0.0004998964793031085}}
{4.800000000010001, {-0.00051633031367327}}
{4.90000000001, {-0.0005267859071136075}}
{5.00000000001, {-0.0005316814634618698}}
{5.1000000000100005, {-0.0005314689879645143}}
{5.20000000001, {-0.0005266272728658788}}
{5.300000000010001, {-0.0005188234524189338}}
{5.40000000001, {-0.0005074266538039878}}
{5.50000000001, {-0.0004927614090335879}}
{5.6000000000100005, {-0.0004752645278154979}}
{5.70000000001, {-0.0004553741013202406}}
{5.800000000010001, {-0.0004335257677196472}}
{5.90000000001, {-0.00041014897772540784}}
{6.00000000001, {-0.0003856632601276203}}
{6.1000000000100005, {-0.00036047448733333976}}
{6.20000000001, {-0.0003349711409051295}}
{6.300000000010001, {-0.0003104927680557518}}
{6.40000000001, {-0.00028731478397798013}}
