{0., {0.}}
{0.1, {-6.2909698640267245*^-15}}
{0.2, {2.1820491393975063*^-9}}
{0.30000000000000004, {1.6885877116143027*^-8}}
{0.4, {4.9525169748250634*^-8}}
{0.5, {1.1493171268168926*^-7}}
{0.6000000000000001, {2.2031718056453263*^-7}}
{0.7000000000000001, {3.798276623175188*^-7}}
{0.8, {5.846234580810266*^-7}}
{0.9, {8.555063860432754*^-7}}
{1., {1.2047848005371858*^-6}}
{1.1, {1.6321847610736016*^-6}}
{1.2000000000000002, {2.1409591912313342*^-6}}
{1.3, {2.7248865111610598*^-6}}
{1.4000000000000001, {3.370797257695984*^-6}}
{1.5, {4.05795516655307*^-6}}
{1.6, {4.753760287255521*^-6}}
{1.7000000000000002, {5.40273356151613*^-6}}
{1.8, {5.9161921094515485*^-6}}
{1.9000000000000001, {6.27887365622494*^-6}}
{2., {6.318246875280404*^-6}}
{2.1, {6.015343083596102*^-6}}
{2.2, {5.134610162790727*^-6}}
{2.3000000000000003, {3.6495056813038063*^-6}}
{2.4000000000000004, {1.0470045292069824*^-6}}
{2.5, {-2.8168693769161724*^-6}}
{2.6, {-7.3802946930553905*^-6}}
{2.7, {-0.000013393704364786287}}
{2.8000000000000003, {-0.000021360136555635945}}
{2.9000000000000004, {-0.00003045088526497449}}
{3., {-0.000041158072161323617}}
{3.1, {-0.000054224324003833774}}
{3.2, {-0.00006893634948754149}}
{3.3000000000000003, {-0.00008533601486012981}}
{3.4000000000000004, {-0.00010381364929494801}}
{3.5, {-0.0001242472315763825}}
{3.6, {-0.00014649704847199274}}
{3.7, {-0.00017052352794705056}}
{3.8000000000000003, {-0.00019618251790990847}}
{3.9000000000000004, {-0.00022243997138263335}}
{4., {-0.00024935391678429}}
{4.1000000000000005, {-0.0002777758509356611}}
{4.2, {-0.000308088916670817}}
{4.3, {-0.00033871910061923573}}
{4.4, {-0.00036732361773062606}}
{4.5, {-0.00039466299202595275}}
{4.6000000000000005, {-0.0004227663283809583}}
{4.7, {-0.00045211459047753486}}
{4.800000000000001, {-0.0004795238372264475}}
{4.9, {-0.0005016658892441308}}
{5., {-0.0005182995668940678}}
{5.1000000000000005, {-0.0005312057724684595}}
{5.2, {-0.0005427996583328892}}
{5.300000000000001, {-0.0005547427950709898}}
{5.4, {-0.000566555339629108}}
{5.5, {-0.0005748175308343565}}
{5.6000000000000005, {-0.0005766116417802977}}
{5.7, {-0.0005716429051814177}}
{5.800000000000001, {-0.0005612676443578388}}
{5.9, {-0.0005474437992970065}}
{6., {-0.0005316814634616435}}
{6.1000000000000005, {-0.0005139934205977063}}
{6.2, {-0.0004923758789965704}}
{6.300000000000001, {-0.00046632278474661494}}
{6.4, {-0.00043639496310319994}}
{6.5, {-0.0004028409721551344}}
{6.6000000000000005, {-0.00036569606966262234}}
{6.7, {-0.0003248914964756774}}
{6.800000000000001, {-0.000280363759952534}}
{6.9, {-0.00023237398457833403}}
{7., {-0.0001838015359471478}}
{7.1000000000000005, {-0.00013694382404963557}}
{7.2, {-0.0000912369433483955}}
{7.300000000000001, {-0.000044582486646088716}}
{7.4, {5.243463534442035*^-6}}
{7.5, {0.00005918134357005987}}
{7.6000000000000005, {0.00011545332302891875}}
{7.7, {0.00016863880563133403}}
{7.800000000000001, {0.00021494684388664384}}
{7.9, {0.0002549827588516965}}
{8., {0.00029186267160370087}}
{8.1, {0.00032914101455222685}}
{8.200000000000001, {0.00036873804275121}}
{8.3, {0.00040887225846797143}}
{8.4, {0.0004438109405408714}}
{8.5, {0.00046994788590949547}}
{8.6, {0.00048754405139894886}}
{8.700000000000001, {0.0004991019062215793}}
{8.8, {0.0005076918496190221}}
{8.9, {0.0005152786285042459}}
{9., {0.00052104780346546}}
{9.1, {0.0005213268668644295}}
{9.200000000000001, {0.0005149034524645012}}
{9.3, {0.0005021508228528123}}
{9.4, {0.00048390135448360904}}
{9.5, {0.0004610639692187812}}
{9.600000000000001, {0.0004342415658683971}}
{9.700000000000001, {0.0004033484517312402}}
{9.8, {0.00036798412126190554}}
{9.9, {0.0003305824937763103}}
{10., {0.00029252933105338775}}
{10.100000000000001, {0.0002530784731177648}}
{10.200000000000001, {0.00021048679804261177}}
{10.3, {0.00016315382521784862}}
{10.4, {0.00011076131861835782}}
{10.5, {0.00005556999014241369}}
{10.600000000000001, {3.1184630348569367*^-6}}
{10.700000000000001, {-0.00004385051604611649}}
{10.8, {-0.00008671766616578358}}
{10.9, {-0.00012891377900338012}}
{11., {-0.00017380701641791168}}
{11.100000000000001, {-0.00022259020801396328}}
{11.200000000000001, {-0.00027220424649148885}}
{11.3, {-0.00031611366130522643}}
{11.4, {-0.00035111942899993865}}
{11.5, {-0.0003782965498329532}}
{11.600000000000001, {-0.0004009858612682735}}
{11.700000000000001, {-0.00042274499541411357}}
{11.8, {-0.0004452993364604358}}
{11.9, {-0.0004665183266092859}}
{12., {-0.0004814714915437396}}
{12.100000000000001, {-0.000488350021375477}}
{12.200000000000001, {-0.0004877189579668507}}
{12.3, {-0.00048131531501763997}}
{12.4, {-0.0004710589476440048}}
{12.5, {-0.0004580634219574396}}
{12.600000000000001, {-0.0004416483628593023}}
{12.700000000000001, {-0.0004202429474309831}}
{12.8, {-0.0003950657641617021}}
{12.9, {-0.0003667619526400704}}
{13., {-0.00033502176962758526}}
{13.100000000000001, {-0.000299118943487446}}
{13.200000000000001, {-0.0002584490286133728}}
{13.3, {-0.00021306775985841938}}
{13.4, {-0.00016483541716182375}}
{13.5, {-0.0001182239994568859}}
{13.600000000000001, {-0.00007468416015623249}}
{13.700000000000001, {-0.000032555223205547784}}
{13.8, {0.000011146752761371335}}
{13.9, {0.00005894027278291427}}
{14., {0.00011108970392995889}}
{14.100000000000001, {0.0001638513920442124}}
{14.200000000000001, {0.00021098098882841156}}
{14.3, {0.0002502561700319007}}
{14.4, {0.00028349273618419953}}
{14.5, {0.0003143919207970156}}
{14.600000000000001, {0.00034637801324375196}}
{14.700000000000001, {0.000380435981639011}}
{14.8, {0.0004130897862584498}}
{14.9, {0.00043878714800963574}}
