{0., {0.}}
{0.1, {0.}}
{0.2, {0.}}
{0.30000000000000004, {0.}}
{0.4, {0.}}
{0.5, {0.}}
{0.6000000000000001, {-0.000011430898810333846}}
{0.7000000000000001, {-0.00002183841717589085}}
{0.8, {-0.0000443734896657391}}
{0.9, {-0.00007960578593974885}}
{1., {-0.00013153851422136097}}
{1.1, {-0.00020277063148905534}}
{1.2000000000000002, {-0.0002876208816821147}}
{1.3, {-0.0003823988127028737}}
{1.4000000000000001, {-0.00047164476232616694}}
{1.5, {-0.0005391395419400939}}
{1.6, {-0.0005553026182992641}}
{1.7000000000000002, {-0.00047424678267290473}}
{1.8, {-0.000343184284508812}}
{1.9000000000000001, {-0.0001397184454746124}}
{2., {0.00005411996179071376}}
{2.1, {0.00008832477896124265}}
{2.2, {-0.00028266938336008325}}
{2.3000000000000003, {-0.0014101214059080553}}
{2.4000000000000004, {-0.004706611170816075}}
{2.5, {-0.00946959138440138}}
{2.6, {-0.015883813487007334}}
{2.7, {-0.030197030807086606}}
{2.8000000000000003, {-0.047574613613029955}}
{2.9000000000000004, {-0.066410291037727}}
{3., {-0.10065248866665061}}
{3.1, {-0.1411126368671817}}
{3.2, {-0.18229193993887377}}
{3.3000000000000003, {-0.23937702656534937}}
{3.4000000000000004, {-0.3027061508521609}}
{3.5, {-0.3692858596051942}}
{3.6, {-0.4417613470081631}}
{3.7, {-0.5250814469499706}}
{3.8000000000000003, {-0.5988389740064677}}
{3.9000000000000004, {-0.6499562760352193}}
{4., {-0.7121505607639232}}
{4.1000000000000005, {-0.7983258101355885}}
{4.2, {-0.8831122309815747}}
{4.3, {-0.8789156473384583}}
{4.4, {-0.8324900865482331}}
{4.5, {-0.8295499144641838}}
{4.6000000000000005, {-0.8741619139273542}}
{4.7, {-0.8782201591927294}}
{4.800000000000001, {-0.7414174460060226}}
{4.9, {-0.5496301661440186}}
{5., {-0.39039485510875604}}
{5.1000000000000005, {-0.3005055719880133}}
{5.2, {-0.269700085215783}}
{5.300000000000001, {-0.2542909256738594}}
{5.4, {-0.19607893152568542}}
{5.5, {-0.08028334958808103}}
{5.6000000000000005, {0.0207618648096749}}
{5.7, {0.07157478865611144}}
{5.800000000000001, {0.07053278805878799}}
{5.9, {0.03224655916937839}}
{6., {-0.028098795222309937}}
{6.1000000000000005, {-0.11335583658498265}}
{6.2, {-0.24552573053113794}}
{6.300000000000001, {-0.4013434905002607}}
{6.4, {-0.5677320743103529}}
{6.5, {-0.7455555492122647}}
{6.6000000000000005, {-0.9449886099025034}}
{6.7, {-1.1784811672248838}}
{6.800000000000001, {-1.4504685575239566}}
{6.9, {-1.707772491835543}}
{7., {-1.8134585946295687}}
{7.1000000000000005, {-1.8473548899132437}}
{7.2, {-1.9080616043787233}}
{7.300000000000001, {-2.052986182510852}}
{7.4, {-2.2781498844205195}}
{7.5, {-2.5057267169078377}}
{7.6000000000000005, {-2.558839155012668}}
{7.7, {-2.3062359052424095}}
{7.800000000000001, {-1.9582407721820712}}
{7.9, {-1.6922762777490428}}
{8., {-1.5795169783961824}}
{8.1, {-1.5858803304767186}}
{8.200000000000001, {-1.5906117757448714}}
{8.3, {-1.4146395548807242}}
{8.4, {-1.040486267079058}}
{8.5, {-0.6627008837913368}}
{8.6, {-0.38551337163876226}}
{8.700000000000001, {-0.22939457596759952}}
{8.8, {-0.15883301304559166}}
{8.9, {-0.11180037784148529}}
{9., {-0.03897254468001041}}
{9.1, {0.018628284215038902}}
{9.200000000000001, {0.014525131970287283}}
{9.3, {-0.04129932836758295}}
