{0, {0}}
{0.10000000001, {0.0008276857294302017}}
{0.20000000001, {0.0014903601519989371}}
{0.30000000001000005, {0.0020064565044635415}}
{0.40000000001, {0.0023931611234332024}}
{0.50000000001, {0.0026664541892744433}}
{0.6000000000100001, {0.0028411504700166135}}
{0.7000000000100001, {0.0029309400652573745}}
{0.80000000001, {0.002948429150068185}}
{0.90000000001, {0.002905180718899792}}
{1.00000000001, {0.0028117553294877114}}
{1.10000000001, {0.0026777518467577207}}
{1.2000000000100002, {0.0025118481867313423}}
{1.30000000001, {0.002321842060431334}}
{1.4000000000100001, {0.0021146917177871714}}
{1.50000000001, {0.0018965566915405377}}
{1.60000000001, {0.0016728385411508102}}
{1.7000000000100002, {0.0014482215967005472}}
{1.80000000001, {0.0012267137028009745}}
{1.9000000000100001, {0.0010116869624974712}}
{2.00000000001, {0.0008059184811750602}}
{2.10000000001, {0.0006116311104638905}}
{2.20000000001, {0.00043053419214472786}}
{2.3000000000100003, {0.0002638643020544401}}
{2.4000000000100004, {0.00011242599399148361}}
{2.50000000001, {-0.000023367456378608565}}
{2.60000000001, {-0.00014345330761774213}}
{2.70000000001, {-0.0002480786086097712}}
{2.8000000000100003, {-0.0003377594546550136}}
{2.9000000000100004, {-0.00041324024356476405}}
{3.00000000001, {-0.0004754529317558061}}
{3.10000000001, {-0.0005254762903449268}}
{3.20000000001, {-0.0005756469107928218}}
{3.3000000000100003, {-0.0006190312217607585}}
{3.4000000000100004, {-0.0006521653162969996}}
{3.50000000001, {-0.0006753746363028299}}
{3.60000000001, {-0.0006890325863904976}}
{3.70000000001, {-0.0006935579236280506}}
{3.8000000000100003, {-0.0006894121472841758}}
{3.9000000000100004, {-0.0006770968885730366}}
{4.00000000001, {-0.0006571513003991114}}
{4.1000000000100005, {-0.0006301494471020314}}
{4.20000000001, {-0.00059611164640381}}
{4.30000000001, {-0.0005551328161927971}}
{4.40000000001, {-0.0005091632475857868}}
{4.50000000001, {-0.0004590041277725881}}
{4.6000000000100005, {-0.0004054680377969268}}
{4.70000000001, {-0.00034937185674181786}}
{4.800000000010001, {-0.0002915296659149328}}
{4.90000000001, {-0.00023274565303397284}}
{5.00000000001, {-0.00017380701641203574}}
