{0, {0.}}
{0.10000000001, {-0.00020706871633235295}}
{0.20000000001, {-0.0003270055183119886}}
{0.30000000001000005, {-0.00037370740011559856}}
{0.40000000001, {-0.00035991821652298485}}
{0.50000000001, {-0.00029727111313412457}}
{0.6000000000100001, {-0.00019633095658623306}}
{0.7000000000100001, {-0.00006663676477082774}}
{0.80000000001, {0.00008325586294920771}}
{0.90000000001, {0.00024573231552256036}}
{1.00000000001, {0.00041407653999242364}}
{1.10000000001, {0.0005824286112794338}}
{1.2000000000100002, {0.0007457423019646057}}
{1.30000000001, {0.0008997426520722697}}
{1.4000000000100001, {0.0010408835388530078}}
{1.50000000001, {0.0011663052465665895}}
{1.60000000001, {0.0012737920362649088}}
{1.7000000000100002, {0.0013617297155749184}}
{1.80000000001, {0.0014290632084815688}}
{1.9000000000100001, {0.0014752541251107426}}
{2.00000000001, {0.0015002383315121915}}
{2.10000000001, {0.0015043835194424717}}
{2.20000000001, {0.0014884467761478812}}
{2.3000000000100003, {0.0014535321541473958}}
{2.4000000000100004, {0.0014010482410156044}}
{2.50000000001, {0.0013326657291656465}}
{2.60000000001, {0.001250274985632147}}
{2.70000000001, {0.0011559436218541545}}
{2.8000000000100003, {0.0010518740634580756}}
{2.9000000000100004, {0.0009403611200406118}}
{3.00000000001, {0.0008237495549516967}}
{3.10000000001, {0.0007043916550774293}}
{3.20000000001, {0.0005974121015685707}}
{3.3000000000100003, {0.0004956522669357348}}
{3.4000000000100004, {0.00039579028322717135}}
{3.50000000001, {0.00029871254817234814}}
{3.60000000001, {0.00020522126777357323}}
{3.70000000001, {0.00011603582093329368}}
{3.8000000000100003, {0.00003179412408139108}}
{3.9000000000100004, {-0.000046946004197521285}}
{4.00000000001, {-0.00011970547853680077}}
{4.1000000000100005, {-0.00018608258216048048}}
{4.20000000001, {-0.00024547321679549964}}
{4.30000000001, {-0.00029736925637214315}}
{4.40000000001, {-0.0003422043282916616}}
{4.50000000001, {-0.00037992649667918486}}
{4.6000000000100005, {-0.000410549399391135}}
{4.70000000001, {-0.00043414875264954114}}
{4.800000000010001, {-0.0004508588556763595}}
{4.90000000001, {-0.0004608690953277895}}
{5.00000000001, {-0.0004644204507285926}}
{5.1000000000100005, {-0.0004618019979064094}}
{5.20000000001, {-0.0004533474144260779}}
{5.300000000010001, {-0.0004386791477969707}}
{5.40000000001, {-0.00041894494921473316}}
{5.50000000001, {-0.0003947152843913103}}
{5.6000000000100005, {-0.000366518135599875}}
{5.70000000001, {-0.0003349024508054812}}
{5.800000000010001, {-0.0003004325366364406}}
{5.90000000001, {-0.0002636824513557035}}
{6.00000000001, {-0.00022523039783223562}}
{6.1000000000100005, {-0.00018565311651239707}}
{6.20000000001, {-0.0001455202783913227}}
{6.300000000010001, {-0.00010617864880965727}}
{6.40000000001, {-0.00006811244448939543}}
{6.50000000001, {-0.00003093974468257194}}
{6.6000000000100005, {4.95504356799159*^-6}}
{6.70000000001, {0.000039212526928442506}}
{6.800000000010001, {0.0000714998964483754}}
{6.90000000001, {0.00010151249823530574}}
{7.00000000001, {0.00012897540412914782}}
{7.1000000000100005, {0.00015364498237669004}}
{7.20000000001, {0.0001753104683060701}}
{7.300000000010001, {0.0001936668536486894}}
{7.40000000001, {0.00020730944247104136}}
{7.50000000001, {0.00021764300230104174}}
{7.6000000000100005, {0.00022470526133578657}}
{7.70000000001, {0.00022856647044048}}
{7.800000000010001, {0.00022932703888581238}}
{7.90000000001, {0.00022711517008533743}}
{8.00000000001, {0.00022208449733284998}}
{8.100000000009999, {0.0002144117195397633}}
{8.20000000001, {0.0002042942369724869}}
{8.30000000001, {0.00019194778698980447}}
{8.40000000001, {0.00017751475789677806}}
{8.50000000001, {0.00016129112685360223}}
{8.600000000009999, {0.00014358732215334716}}
{8.70000000001, {0.0001246772470708112}}
{8.80000000001, {0.00010484040559595163}}
{8.90000000001, {0.00008435919502222149}}
{9.00000000001, {0.00006351619853490948}}
{9.100000000009999, {0.00004259147779947841}}
{9.20000000001, {0.000021859865549903555}}
{9.30000000001, {0.0000015882581770127842}}
{9.40000000001, {-0.000017733403294185957}}
{9.50000000001, {-0.000035414985320513125}}
{9.60000000001, {-0.00005199036220240527}}
{9.70000000001, {-0.00006731216607120645}}
{9.80000000001, {-0.00008124913957329267}}
{9.90000000001, {-0.00009368645977665488}}
{10.00000000001, {-0.00010452606207748322}}
{10.10000000001, {-0.0001136869641067513}}
{10.20000000001, {-0.00012110558963679963}}
{10.30000000001, {-0.00012673609248792068}}
{10.40000000001, {-0.00013055068043494228}}
{10.50000000001, {-0.0001319061665710068}}
{10.60000000001, {-0.00013136171143518234}}
{10.70000000001, {-0.0001291243730457965}}
{10.80000000001, {-0.0001252892431399779}}
{10.90000000001, {-0.00011996555213674657}}
{11.00000000001, {-0.00011327503958281094}}
{11.10000000001, {-0.00010535032459836426}}
{11.20000000001, {-0.00009633327632288198}}
{11.30000000001, {-0.00008637338436091746}}
{11.40000000001, {-0.00007562612922789944}}
{11.50000000001, {-0.00006430503887468403}}
{11.60000000001, {-0.000052590314119649376}}
{11.70000000001, {-0.00004056187044878529}}
{11.80000000001, {-0.000028374578124314076}}
{11.90000000001, {-0.00001618194554450224}}
{12.00000000001, {-0.000004134818653395729}}
{12.10000000001, {0.000007.61991964944483}}
{12.20000000001, {0.000018940650099207876}}
{12.30000000001, {0.000029692317656096664}}
{12.40000000001, {0.00003974773209559301}}
{12.50000000001, {0.000048988868598690694}}
{12.60000000001, {0.0000566883348354624}}
{12.70000000001, {0.00006341311390557513}}
{12.80000000001, {0.0000691218248459182}}
{12.90000000001, {0.00007378425899534021}}
{13.00000000001, {0.00007738108285259269}}
{13.10000000001, {0.00007990354093427369}}
{13.20000000001, {0.00008135315863277114}}
{13.30000000001, {0.00008174144507420666}}
